district,districtcode,lastupdated,source,state,statecode,zone
Junagadh,GJ_Junagadh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Green
Kutch,GJ_Kutch,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Kheda,GJ_Kheda,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Mehsana,GJ_Mehsana,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Mahisagar,GJ_Mahisagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Morbi,GJ_Morbi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Green
Narmada,GJ_Narmada,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Navsari,GJ_Navsari,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Panchmahal,GJ_Panchmahal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Red
Patan,GJ_Patan,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Porbandar,GJ_Porbandar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Green
Rajkot,GJ_Rajkot,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Sabarkantha,GJ_Sabarkantha,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Surat,GJ_Surat,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Red
Surendranagar,GJ_Surendranagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Tapi,GJ_Tapi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Vadodara,GJ_Vadodara,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Red
Valsad,GJ_Valsad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Gujarat,GJ,Orange
Ambala,HR_Ambala,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Bhiwani,HR_Bhiwani,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Charkhi Dadri,HR_Charkhi Dadri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Faridabad,HR_Faridabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Red
Fatehabad,HR_Fatehabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Gurugram,HR_Gurugram,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Hisar,HR_Hisar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Italians,HR_Italians,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,
Jhajjar,HR_Jhajjar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Jind,HR_Jind,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Kaithal,HR_Kaithal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Karnal,HR_Karnal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Kurukshetra,HR_Kurukshetra,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Mahendragarh,HR_Mahendragarh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Green
Nuh,HR_Nuh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Palwal,HR_Palwal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Panchkula,HR_Panchkula,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Panipat,HR_Panipat,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Rewari,HR_Rewari,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Green
Rohtak,HR_Rohtak,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Sirsa,HR_Sirsa,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Sonipat,HR_Sonipat,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Red
Yamunanagar,HR_Yamunanagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Haryana,HR,Orange
Bilaspur,HP_Bilaspur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Green
Chamba,HP_Chamba,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Orange
Hamirpur,HP_Hamirpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Orange
Kangra,HP_Kangra,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Orange
Kinnaur,HP_Kinnaur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Green
Kullu,HP_Kullu,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Green
Lahaul and Spiti,HP_Lahaul and Spiti,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Green
Mandi,HP_Mandi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Green
Shimla,HP_Shimla,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Green
Sirmaur,HP_Sirmaur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Orange
Solan,HP_Solan,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Orange
Una,HP_Una,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Himachal Pradesh,HP,Orange
Anantnag,JK_Anantnag,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Red
Budgam,JK_Budgam,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Orange
Bandipora,JK_Bandipora,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Red
Baramulla,JK_Baramulla,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Orange
Doda,JK_Doda,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Green
Ganderbal,JK_Ganderbal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Orange
Jammu,JK_Jammu,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Orange
Kathua,JK_Kathua,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Orange
Kishtwar,JK_Kishtwar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Green
Kulgam,JK_Kulgam,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Orange
Kupwara,JK_Kupwara,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Orange
Mirpur,JK_Mirpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,
Muzaffarabad,JK_Muzaffarabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,
Pulwama,JK_Pulwama,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Green
Punch,JK_Punch,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Green
Rajouri,JK_Rajouri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Jammu and Kashmir,JK,Orange
